X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
526752.32499848,239708.271873818,1710,MILLERS RUN SCHOOL,0.06045,Food Establishment,School,,3249 VT Route 122,SHEFFIELD,CALEDONIA,05866,802-626-9755,,,0
538536.977259561,213198.327651106,1711,FIRST WOK RESTAURANT,0.26,Food Establishment,Restaurant,,10 EASTERN AV,ST JOHNSBURY,CALEDONIA,05819,(802) 748-0878,,,0
538834.703262449,214022.386198528,1712,NORTH COUNTRY VENDING,0.05,Food Establishment,Vending,,10 JONES ST,ST JOHNSBURY,CALEDONIA,05819,8027488057,,,0
538283.113876547,213030.151499549,1713,ST JOHNSBURY ACADEMY,0.16835,Food Establishment,Restaurant,,1000 MAIN ST,ST JOHNSBURY,CALEDONIA,05819,8027488171,,,0
538502.070391411,216409.50859518,1714,PIZZA HUT,0.26,Food Establishment,Restaurant,,1009 Memorial  DR,ST JOHNSBURY,CALEDONIA,05819,8027485322,http://www.pizzahut.com/,,0
538517.595873905,216476.272970194,1715,RIVER BEND DINER,0.26,Food Establishment,Restaurant,,1049 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,(802) 749-9751,,,0
538517.595873905,216476.272970194,1716,RIVERBEND DINER,0.26,Food Establishment,Restaurant,,1049 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,,,,0
538608.18351224,215965.653046352,1717,ST JOHNSBURY COUNTRY CLUB,2.1,Food Establishment,Restaurant,,4357 Memorial  DR,ST JOHNSBURY,CALEDONIA,05819,8027489894,,,0
540231.00697641,213575.259912935,1718,MAPLE GROVE FARMS OF VT,,Food Manufacturer,Food Processor,,1052 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,8027485141,,,0
538556.93442543,216554.290430427,1719,KHAMS THAI CUISINE,0.525,Food Establishment,Restaurant,,1112 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,8027518424,,,0
538369.606345156,213219.564522637,1720,CATAMOUNT FILM AND ARTS COMPANY,0.525,Food Establishment,Restaurant,,115 EASTERN AVE,ST JOHNSBURY,CALEDONIA,05819,8027482600,,,0
540413.88887758,213620.839507694,1721,ST. JOHNSBURY NUTRITIONAL/ST. J MEALS ON WHEELS,0.1,Food Establishment,Senior meals,,1161 PORTLAND STREET,ST JOHNSBURY,CALEDONIA,05819,,,,0
538083.559057815,213106.766985439,1722,BENEVOLENT & PROTECTIVE ORDER OF ELKS,1.386,Food Establishment,Restaurant,,118 WESTERN AVE,ST JOHNSBURY,CALEDONIA,05819,8027483785,,,0
538122.404032324,213273.674461477,1723,COMFORT INN & SUITES,0.525,Food Establishment,Restaurant,,1187 MAIN ST,ST JOHNSBURY,CALEDONIA,05819,8027481500,,,0
538162.157587809,213285.019080399,1724,EASTERN & MAIN MARKET DELI,0.05,Food Establishment,Caterer,,1194 MAIN ST,ST JOHNSBURY,CALEDONIA,05819,802-751-1171,,,0
535903.031001236,225784.409016761,1725,PETTYCO JUNCTION COUNTRY STORE,0.18,Food Establishment,Grocery,,12 VERMONT ROUTE 18,ST JOHNSBURY,CALEDONIA,05819,,,,0
538169.926117694,213318.400659381,1726,HILLTOPPER CULINARY CAFE,0.42,Food Establishment,Restaurant,,1216 MAIN ST,ST JOHNSBURY,CALEDONIA,05819,8027488171,,,0
538418.344502031,214408.840599236,1727,BAGEL DEPOT,0.26,Food Establishment,Restaurant,,1216 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,,,https://www.facebook.com/pages/Railroad-Street-Bagel-Depot/274159461375,0
538418.344502031,214408.840599236,1728,KINGDOM CRUST COMPANY,0.735,Food Establishment,Restaurant,,1216 RAILROAD AVE,SAINT JOHNSBURY,CALEDONIA,05819,8024242328,http://ramuntos.com/location/st-johnsbury-vt,,0
538418.344502031,214408.840599236,1729,RAILROAD STREET BAGEL DEPOT,0.462,Food Establishment,Restaurant,,1216 RAILROAD ST SUITE #6,ST JOHNSBURY,CALEDONIA,05819,,,,0
537929.626422731,210816.796705045,1730,NORTHEAST CORRECTIONAL FACILITY,1.16025,Correctional Facility,,,1226 US ROUTE 5,ST JOHNSBURY,CALEDONIA,05819,,,,0
538869.55164694,216189.449395665,1731,ST. JOHNSBURY HEALTH & REHAB CENTER,0.5775,Nursing/Assisted Living,Residential Facility,,1248 HOSPITAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,(802) 748-8757,,,0
539052.169026802,216268.32648601,1732,NORTHEASTERN VERMONT REGIONAL HOSPITAL,0.39375,Hospital,,,1315 HOSPITAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,(802) 748-8141,http://www.nvrh.org/,,0
537556.4661689,221637.796518145,1733,MARKET CAFE & CATERING,0.05,Food Establishment,Caterer,,1496 ELLIOT RD,ST JOHNSBURY,CALEDONIA,05819,8027485419,,,0
537549.667682194,221437.738260509,1735,ASIAN HOMESTYLE COOKING,0.05,Food Establishment,Home-based Business,,37 LEDGE RD,LYNDON,CALEDONIA,05850,8024721008,,,0
538453.537214832,213842.333437238,1737,ESTABROOK HOUSE,0.063,Food Establishment,B&B,,1596 MAIN ST,ST JOHNSBURY,CALEDONIA,05819,8027518261,https://www.estabrookhouse.com/,https://www.facebook.com/Estabrook-House-Bed-and-Breakfast-184028194987152/,0
538491.162337283,212864.695951067,1738,EAST GARDEN,0.2625,Food Establishment,Restaurant,,169 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,8027489088,,,0
538491.162337283,212864.695951067,1739,Jiffy Mart,0.18,Food Establishment,Grocery,,169 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,,http://www.jiffymartstores.com/,,0
534674.82450509,205620.552588852,1740,DOG MOTHER,0.05,Food Establishment,Caterer,,176 BROOK HILL ROAD,ST JOHNSBURY,CALEDONIA,05819,,,,0
538590.344636081,217632.362865815,1741,CENTER TOWER,0.21,Food Establishment,Restaurant,,1786 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05863,8027488449,,,0
538708.002762774,217921.97655679,1742,D & G'S CAFE,0.26,Food Establishment,Restaurant,,2000 MEMORIAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,,,,0
538708.002762774,217921.97655679,1743,PADDY CAKES & CANDY,0.126,Food Establishment,Restaurant,,2000 MEMORIAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,,http://www.paddycakesandcandy.com,,0
538323.841934401,214230.491310628,1744,BLACK BEAR TAVERN & GRILLE,0.26,Food Establishment,Restaurant,,205 HASTINGS HIL,ST JOHNSBURY,CALEDONIA,05819,(802) 748-1428,,,0
538371.617250546,214230.772419981,1745,LAMPLIGHTER LOUNGE,0.252,Food Establishment,Bar,Bars/Pubs,212 HASTINGS HILL,ST JOHNSBURY,CALEDONIA,05819,8027482205,,,0
539323.987409624,213436.380460574,1746,JENKINS AUCTION SERVICE,0.05,Food Establishment,Caterer,,223 LAFAYETTE STREET APT 1,ST JOHNSBURY,CALEDONIA,05819,,,,0
538713.119017132,218399.828577961,1747,BIG DELI THE,0.05,Food Establishment,Caterer,,2280 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,(802) 748-1660,,,0
538608.849009553,213165.416769485,1748,THE WINE GATE,0.26,Food Establishment,Restaurant,,25 DEPOT  SQ,ST JOHNSBURY,CALEDONIA,05819,8027483288,,https://www.facebook.com/pages/Wine-Gate/108135472560819,0
537868.984902987,213027.732944866,1750,ST JOHNSBURY SCHOOL,0.30597,Food Establishment,School,,257 WESTERN AVE,ST JOHNSBURY,CALEDONIA,05819,8027488372,,,0
537868.984902987,213027.732944866,1751,ST. JOHNSBURY SCHOOLS,0.30597,School,School,,257 WESTERN AVE.,ST JOHNSBURY,CALEDONIA,05819,(802) 748-8912,,,0
538444.687294262,212642.1811744,1752,ST JOHNSBURY SUBWAY,0.231,Food Establishment,Restaurant,,26 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,8027481212,,,0
538981.489157622,213445.435466316,1753,JDS FAMILY RESTAURANT,0.26,Food Establishment,Restaurant,,264 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,(802) 748-5412,,,0
538981.489157622,213445.435466316,1754,NEW CENTURY CHINESE RESTAURANT,1.05,Food Establishment,Restaurant,,264 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,8027482338,,,0
538514.00478276,213042.623382939,1755,McDonald’s,0.966,Food Establishment,Restaurant,,275 RAILROAD STREET,ST JOHNSBURY,CALEDONIA,05819,(802) 748-8077,,,0
539013.34322471,213445.626023675,1756,BIG APPLE FOOD STORE THE,0.18,Food Establishment,Grocery,,280 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,,,,0
539013.077226643,213490.072644913,1757,ST JOHNSBURY HOUSE OF PIZZA,0.26,Food Establishment,Restaurant,,287 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,8027485144,,,0
539013.077226643,213490.072644913,1758,HOUSE OF PIZZA -ST. JOHNSBURY,0.714,Food Establishment,Restaurant,,287 PORTLAND STREET,ST JOHNSBURY,CALEDONIA,05819,,http://www.stjhouseofpizza.com/directions,,0
538481.492900533,213153.551764432,1759,DAWG HOUSE TAVERN,0.39375,Food Establishment,Restaurant,Bars/Pubs,33 EASTERN AVE,ST JOHNSBURY,CALEDONIA,05819,,,https://www.facebook.com/pages/The-Dawg-House-Tavern/121469917863228,0
538584.694387473,213209.721926716,1761,THE KITCHEN COUNTER CAFE ,0.26,Food Establishment,Restaurant,,378 RAILROAD ST STE 3,SAINT JOHNSBURY,CALEDONIA,05819,8024241629,,https://www.facebook.com/thekitchecountercafe/,0
538592.658189178,213209.769064946,1762,CANTINA DI GERARDO,0.2625,Food Establishment,Restaurant,,378 RAILROAD ST STE 1,ST JOHNSBURY,CALEDONIA,05872,8027480598,,,0
539188.073006022,213524.458461365,1763,WHITE MARKET THE,0.72,Food Establishment,Bakery,,385 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05851,8026269365,,,0
539188.073006022,213524.458461365,1764,WHITES MARKET GROCERY STORE,0.72,Food Establishment,Grocery,,385 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,(802) 748-5099,,,0
538592.526634285,213231.992366648,1765,BOXCAR AND CABOOSE,0.126,Food Establishment,Restaurant,,394 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,(802) 748-4228,,,0
538592.526634285,213231.992366648,1766,FRONT ROW SPORTS TAVERN,0.26,Food Establishment,Restaurant,,394 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,(802) 535-9537,,,0
538466.052928485,214420.234081053,1767,ALDRICH FABRICATION CENTER,0.13,Food Establishment,Bakery,,4 MEMORIAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,,,,0
538118.375224574,213962.59723413,1768,BABY CAKES BY CAITY,0.13,Food Establishment,Bakery,,423 SPRING ST,ST JOHNSBURY,CALEDONIA,05819,(802) 535-9249,,,0
538600.161451666,213287.597772286,1769,PATTY CAKES & CANDY,0.13,Food Establishment,Bakery,,438 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,(802) 748-1777,,,0
538600.161451666,213287.597772286,1770,SMITTYS DOGS,0.05,Food Establishment,Caterer,,438 RAILROAD STREET,ST JOHNSBURY,CALEDONIA,05819,,,,0
538120.3896846,213618.135754595,1771,BENS BURRITOS,0.05,Food Establishment,Caterer,,448 SUMMER STREET,ST JOHNSBURY,CALEDONIA,05819,,,,0
538440.821798149,213297.768313117,1772,CANTERBURY INN,0.2205,Nursing/Assisted Living,Residential Facility,,46 CHERRY STREET,ST JOHNSBURY,CALEDONIA,05819,(802) 748-5556,,,0
542781.340015623,214491.582454097,1773,ALPINE VALLEY MOTEL REST & PU,0.26,Food Establishment,Restaurant,,46 ROUTE 18,ST JOHNSBURY,CALEDONIA,05819,(802) 745-4500,,,0
538544.02132254,213353.937856157,1774,Dunkin’ Donuts,0.26,Food Establishment,Bakery,,473 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,6035365700,,,0
538623.525908313,213376.632497061,1775,CHAMPLAIN FARMS,0.055,Food Establishment,Caterer,,490 RAILROAD AVE,ST JOHNSBURY,CALEDONIA,05819,8028641519,,,0
538630.567637143,213532.242853185,1776,ANTHONYS DINER,0.8925,Food Establishment,Restaurant,,50 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,8027484332,,,0
538567.189071493,213476.307350829,1777,NATURAL PROVISIONS,0.126,Food Establishment,Bakery,,537 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,8027483587,,,0
539482.786915759,213515.124760065,1778,TIM'S DELI,0.2625,Food Establishment,Restaurant,,580 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,8027483118,,,0
539546.426990123,213526.622590384,1779,Cumberland Farms,0.18,Food Establishment,Grocery,,604 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,,http://www.cumberlandfarms.com/,,0
535228.024711397,208012.561437399,1780,DUNCAN'S SPIRITS,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",622 KEYSER HILL ROAD,ST JOHNSBURY,CALEDONIA,05819,,,,0
538645.901566401,213632.342170954,1781,HORIZONS BEVERAGE & REDEMPTION,0.13,Food Establishment,Bakery,,652 RAILROAD ST,ST JOHNSBURY,CALEDONIA,05819,8024241460,,,0
538653.271833655,213732.394317517,1782,FAMILY DOLLAR STORES,0.72,Food Establishment,Grocery,,716 RAILROAD STREET,ST JOHNSBURY,CALEDONIA,05819,,http://www.familydollar.com/pages/home.aspx,,0
537794.087687954,213582.899621719,1783,YEEYEES VERMONT SPECIALTY PRODUCTS,,Food Manufacturer,Food Processor,,72 Shadow  DR,ST JOHNSBURY,CALEDONIA,05819,8027484207,,,0
538304.916695991,213385.86465107,1784,SUNSET HOME,0.042,Nursing/Assisted Living,Residential Facility,,73 PROSPECT STREET,ST JOHNSBURY,CALEDONIA,05819,(802) 748-2735,,,0
539760.964947005,213605.712125358,1785,ST. JOHNSBURY GO-GO GAS,0.18,Food Establishment,Grocery,,757 PORTLAND ST,ST JOHNSBURY,CALEDONIA,05819,,,,0
538471.740396348,216153.75124924,1786,PRICE CHOPPER #141,0.72,Food Establishment,Grocery,,857 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,8027481109,http://www.pricechopper.com/,,0
538574.367521013,216298.815442685,1787,Jiffy Mart,0.18,Food Establishment,Grocery,,932 MEMORIAL DR,ST JOHNSBURY,CALEDONIA,05819,,http://www.jiffymartstores.com/,,0
538409.294354772,213242.022299636,1788,CHRISTIE'S AVENUE BISTRO,0.26,Food Establishment,Restaurant,,94 EASTERN AVE,ST JOHNSBURY,CALEDONIA,05819,,,,0
538401.461497409,213219.752083237,1789,VFW 793 - RALPH J MOLLICA,0.05,Food Establishment,Private Club,,204 EASTERN AVE,ST JOHNSBURY,CALEDONIA,05819,8027486008,,,0
538692.032287131,213910.417126548,1790,ELEMENTS RESTAURANT,0.26,Food Establishment,Restaurant,,98 MILL ST,ST JOHNSBURY,CALEDONIA,05819,(802) 748-8400,,,0
538502.39883574,216353.950065176,1792,KFC,0.588,Food Establishment,Restaurant,,985 MEMORIAL DRIVE,ST JOHNSBURY,CALEDONIA,05819,,,,0
539029.137205176,213467.944670971,1793,ST JOHNSBURY BASEBALL/SOFTBALL,0.13,Food Establishment,Concession Stand,Concession,ELM ST,ST JOHNSBURY,CALEDONIA,05819,8022367700,,,0
538707.936690719,217933.08828984,1794,PETITE SNACKS,0.055,Food Establishment,Caterer,,GREEN MOUNTAIN MALL,ST JOHNSBURY,CALEDONIA,05819,(802) 748-4912,,,0
537924.49286886,217172.853933528,1795,EMPLOYEE CAFETERIA,1.05,Food Establishment,Hospital,,1315 HOSPITAL DR,ST JOHNSBURY,CALEDONIA,05819,8027488141,,,0
537763.49632183,240685.547981306,1796,SUGAR HOUSE LAPLANTS,,Food Manufacturer,Sweets,,2626 US ROUTE 5,SUTTON,CALEDONIA,05867,(802) 4673-900,,,0
537466.627921533,237172.279027655,1797,SUTTON VILLAGE SCHOOL,0.05022,Food Establishment,School,,95 UNDERPASS RD,SUTTON,CALEDONIA,05867,802-467-3492,,,0
522341.246281151,216989.620230638,1799,WALDEN SCHOOL,0.05022,Food Establishment,School,,135 CAHOON FARM RD,WALDEN,CALEDONIA,05873,8025632574,,,0
523888.123928946,222728.85832842,1800,COLES POND SLEDDERS,0.05,Food Establishment,Mobile Unit,,3324 COLES POND RD,WALDEN,CALEDONIA,05873,8025332595,,,0
545693.131888212,211444.3824824,1803,EDDIE'S BAKERY,0.13,Food Establishment,Bakery,,175 DUCK POND  RD,WATERFORD,CALEDONIA,05819,8025359040,,,0
545693.131888212,211444.3824824,1804,EDDIES SUBS WHOLESALE,0.055,Food Establishment,Caterer,,175 DUCK POND RD,WATERFORD,CALEDONIA,05819,(802) 748-3879,,,0
545604.884209585,211532.662245462,1805,WATERFORD TOWN SCHOOL,0.09831,Food Establishment,School,,276 DUCK POND RD,WATERFORD,CALEDONIA,05819,8027489393,,,0
547260.318206991,206243.945458127,1806,RABBIT HILL INN,0.525,Food Establishment,Lodging,,48 LOWER WATERFORD RD,WATERFORD,CALEDONIA,05848,802-748-5168,,,0
549156.267576416,207513.610283432,1807,WATERFORD GROUP HOME,0.021,Nursing/Assisted Living,Residential Facility,,659 HIGH RIDGE ROAD,WATERFORD,CALEDONIA,05819,(802) 748-1572,,,0
541346.489985443,238451.624352295,1808,BURKE SENIOR MEAL SITE,0.1,Food Establishment,Senior meals,,212 SCHOOL STREET,WEST BURKE,CALEDONIA,05871,(802) 467-3423,,,0
544055.473330114,251838.119259393,1809,EAGLE EYE FARM,0.02625,Nursing/Assisted Living,Residential Facility,,3014 ABBOTT HILL ROAD,WEST BURKE,CALEDONIA,05871,(802) 723-9800,,,0
532874.539116888,232068.993532842,1811,WHEELOCK VILLAGE STORE,0.055,Food Establishment,Bakery,,1311 VT ROUTE 122,WHEELOCK,CALEDONIA,05851,8026268030,,,0
532782.735191505,231379.568580199,1812,VERMONT FRESH VENDING,0.05,Food Establishment,Caterer,,512 PEAK ROAD,WHEELOCK,CALEDONIA,05851,,,,0
441660.709758075,207500.289091321,1813,DOUGLAS SWEETS,0.13,Food Establishment,Bakery,,"22 SAGE COURT, SUITE 2  ",SHELBURNE,CHITTENDEN,05477,802-448-3237,https://www.douglassweets.com/,https://www.facebook.com/douglassweets,0
469961.891350913,208242.199735724,1814,SMILIE MEMORIAL SCHOOL,0.040115,Food Establishment,School,,2712 THEODORE ROOSEVELT HGWY,BOLTON,CHITTENDEN,05676,8024342757,,,0
472176.060642134,213499.386225714,1815,BOLTON VALLEY RESORT,2.625,Food Establishment,Lodging,,4302 BOLTON VALLEY ACCESS  RD,BOLTON,CHITTENDEN,05477,8024343444,,,0
467704.85173093,215975.745080532,1816,WEST BOLTON GOLF CLUB,0.525,Food Establishment,Restaurant,,3324 NASHVILLE RD,BOLTON,CHITTENDEN,05465,8024344321,,,0
471840.110847693,213156.361277011,1817,LOTUS LODGE INN,0.735,Food Establishment,Restaurant,,4010 BOLTON VALLEY ACCESS RD,RICHMOND,CHITTENDEN,05477,8024346500,,,0
472104.295139524,213477.469231036,1818,MAIN BASE LODGE,0.26,Food Establishment,Restaurant,,4302 BOLTON ACCESS RD,BOLTON,CHITTENDEN,05676,(802) 434-3444,,,0
472183.881775122,213466.017283343,1819,VILLAGE CAFÉ AT BOLTON VALLEY,0.26,Food Establishment,Restaurant,,4302 BOLTON VLY ACCESS RD,BOLTON,CHITTENDEN,05676,802-434-3444,,,0
472183.881775122,213466.017283343,1820,SPORTS CENTER,0.504,Food Establishment,Restaurant,,4302 BOLTON VLY ACCESS RD,BOLTON,CHITTENDEN,05477,8024343444,,,0
472183.881775122,213466.017283343,1821,TIMBERLINE,0.9555,Food Establishment,Restaurant,,4302 BOLTON VLY ACCESS RD,BOLTON,CHITTENDEN,05477,8024343444,,,0
472183.881775122,213466.017283343,1823,JAMES MOORE TAVERN,2.835,Food Establishment,Restaurant,,4302 BOLTON VLY ACCESS RD,BOLTON,CHITTENDEN,05477,8024343444,,,0
471816.459636685,213212.022753603,1824,STORE AT BOLTON VALLEY,0.05,Food Establishment,Caterer,,4302 BOLTON VLY ACCESS RD,BOLTON,CHITTENDEN,05477,802-434-3444,,,0
442511.479452865,219894.330200853,1825,THINK CAFE,0.26,Food Establishment,Restaurant,,1 COLLEGE ST,BURLINGTON,CHITTENDEN,05401,(802) 864-1848,,,0
442511.479452865,219894.330200853,1826,SUGARSNAP AT ECHO,0.5565,Food Establishment,Restaurant,,1 COLLEGE STREET,BURLINGTON,CHITTENDEN,05403,,,,0
443177.147440038,218677.207421931,1827,DEALER.COM,0.26,Food Establishment,Restaurant,Cafeteria,1 HOWARD STREET,BURLINGTON,CHITTENDEN,05401,(888) 894-8989,http://www.dealer.com/contact/,,0
442636.617042429,219648.747618553,1828,BREAKWATERS,2.1,Food Establishment,Restaurant,,1 KING ST,BURLINGTON,CHITTENDEN,05401,(802) 864-9804,,,0
442636.617042429,219648.747618553,1830,VERMONT LAKE MONSTERS MAIN STAND,1.5,Food Establishment,Mobile Unit,,287 COLCHESTER AVE,BURLINGTON,CHITTENDEN,05401,8026554200,,,0
442636.617042429,219648.747618553,1835,MV NORTHERN LIGHTS,1.5645,Food Establishment,Restaurant,,1 KING STREET,BURLINGTON,CHITTENDEN,05401,,,,0
443147.555764462,219844.29006785,1836,BLUE CAT CAFE,0.483,Food Establishment,Restaurant,,1 LAWSON LN STOP 120,BURLINGTON,CHITTENDEN,05401,8022383556,http://www.bluecatvt.com/,,0
443147.555764462,219844.29006785,1837,MAGNOLIA BREAKFAST AND LUNCH BISTRO,1.008,Food Establishment,Restaurant,,1 LAWSON LANE,BURLINGTON,CHITTENDEN,05401,,http://www.magnoliabistro.com/,https://www.facebook.com/pages/Magnolia-Bistro/236880446784,0
479656.909205314,204282.390330382,1838,SENSE OF HUMOR LLC,0.18,Food Establishment,Mobile Unit,,1 RAILROAD LN,BURLINGTON,CHITTENDEN,05676,8022230020,,,0
441336.553149191,221949.554905564,1839,SOUPER CHEF THE,0.05,Food Establishment,Caterer,,1 ROCK POINT RD,BURLINGTON,CHITTENDEN,05473,(802) 863-1104,,,0
445401.742927097,221091.814526981,1840,Domino’s Pizza,0.625,Food Establishment,Caterer,,10 BARRETT ST,BURLINGTON,CHITTENDEN,05401,8026583333,,,0
442884.959694259,220746.713792385,1841,THAI PHAT ORIENTAL MARKET,,Food Establishment,Convenience Store,,100 NORTH ST STE 1,BURLINGTON,CHITTENDEN,05401,8028638827,,,0
443291.633027987,219943.04618463,1842,SWEET THING,0.18,Food Establishment,Grocery,Specialty foods,101 CHURCH STREET,BURLINGTON,CHITTENDEN,05403,,,,0
444038.445747498,218891.996003964,1843,INSPIRED BAKER THE,0.13,Food Establishment,Bakery,,101 OVERLAKE PARK,BURLINGTON,CHITTENDEN,05401,,,,0
443291.633027987,219943.04618463,1844,CHURCH STREET TAVERN,1.68,Food Establishment,Restaurant,,103 CHURCH ST,BURLINGTON,CHITTENDEN,05401,8026581309,,,0
443635.109939202,218262.059534489,1845,ROTARY MART,0.13,Food Establishment,Restaurant,Deli,103 SHELBURNE RD,BURLINGTON,CHITTENDEN,05403,(802) 863-2260,,,0
439151.861533226,224781.175496489,1846,AMIRS KEBAB CART,0.05,Food Establishment,Caterer,,107 NORTHGATE RD,BURLINGTON,CHITTENDEN,05401,(802) 578-9535,,,0
445842.746936851,218643.367653879,1847,OVERLOOK CAFE THE,0.2625,Food Establishment,Restaurant,,108 CHERRY ST,BURLINGTON,CHITTENDEN,05671,8022332338,,,0
443902.498401019,220660.069551018,1848,HENRY STREET DELI,0.18,Food Establishment,Restaurant,,11 Henry  ST,BURLINGTON,CHITTENDEN,05401,8028641754,,,0
444749.609781192,220174.977385111,1849,PAVILION THE,1.05,Food Establishment,Restaurant,,1 S PROSPECT ST,BURLINGTON,CHITTENDEN,05401,8028473642,,,0
444749.609781192,220174.977385111,1850,FLETCHER ALLEN HEALTH CARE GARDEN ATRIUM ,2.9505,Food Establishment,Restaurant,,111 COLCHESTER AVE,BURLINGTON,CHITTENDEN,05401,8028473642,http://www.fletcherallen.org/about/environmental_leadership/center_nutrition_healthy_food_systems/,,0
444749.609781192,220174.977385111,1851,HARVEST CAFE,1.764,Food Establishment,Hospital,,111 COLCHESTER AVE,BURLINGTON,CHITTENDEN,05401,8028473642,,,0
444749.609781192,220174.977385111,1852,MAIN KITCHEN,1.05,Food Establishment,Hospital,,111 COLCHESTER AVE,BURLINGTON,CHITTENDEN,05401,8028473642,,,0
442720.385101254,220125.852939451,1853,TASTE OF BURLINGTON,0.26,Food Establishment,Restaurant,,112 LAKE ST,BURLINGTON,CHITTENDEN,05401,(802) 658-4844,,,0
440719.491128976,223188.666726213,1856,AFC SUSHI @ HANNAFORD #161,0.05,Food Establishment,Caterer,,1127 NORTH AV,BURLINGTON,CHITTENDEN,05401,(802) 862-8040,,,0
440719.491128976,223188.666726213,1858,BAGEL CAFE AND DELI,0.42,Food Establishment,Bakery,,1127 NORTH AVE,BURLINGTON,CHITTENDEN,05401,8026609693,http://www.bagelcafe.biz/,,0
440719.491128976,223188.666726213,1859,HANNAFORD FOOD & DRUG #8161,0.13,Food Establishment,Bakery,,1127 NORTH AVE STE 11,BURLINGTON,CHITTENDEN,05401,2078853321,http://www.hannaford.com/,https://www.facebook.com/Hannaford,0
440719.491128976,223188.666726213,1860,HUNG TAO RESTAURANT,0.21,Food Establishment,Restaurant,,1127 NORTH AVE UNIT 23,BURLINGTON,CHITTENDEN,05408,8025402598,,,0
440719.491128976,223188.666726213,1861,SMITTYS PUB,0.84,Food Establishment,Restaurant,,1127 NORTH AVE STE 20,BURLINGTON,CHITTENDEN,05401,8028624300,,,0
440799.515229015,223243.50105866,1862,PHO NGUYEN,0.05,Food Establishment,Restaurant,,1130 NORTH AVE,BURLINGTON,CHITTENDEN,05401,8023556323,,,0
440799.515229015,223243.50105866,1863,NEPALI KITCHEN & BAR,0.2625,Food Establishment,Restaurant,,1130 NORTH AVE,BURLINGTON,CHITTENDEN,05408,(802) 324-7076,http://www.bamboohutvt.net/,,0
440799.515229015,223243.50105866,1864,VO ROLLS,0.05,Food Establishment,Caterer,,1130 NORTH AVENUE,BURLINGTON,CHITTENDEN,05452,,,,0
444333.8059085,219000.588554963,1865,UVM MARCHE AND ALICES CAFE,0.26,Food Establishment,Restaurant,,633 N MAIN ST,BURLINGTON,CHITTENDEN,05401,8663723035,,,0
441503.472655486,221936.938226146,1866,BISHOP BOOTH CON CTR/ROCK PT SUMMER CONF,0.3255,Food Establishment,Camp,,ROCK POINT RD,BURLINGTON,CHITTENDEN,05401,,,,0
444328.827262363,220278.578179655,1868,BIG DADDYS MOBIL 1,0.05,Food Establishment,Caterer,,UNIVERSITY PLACE,BURLINGTON,CHITTENDEN,05401,,,,0
443799.391489742,202203.176404563,1870,PIZZA ON EARTH,0.05,Food Establishment,Caterer,,1510 HINESBURG RD,CHARLOTTE,CHITTENDEN,05445,8024252152,,,0
445076.894745842,202325.673359612,1871,SPEAR'S CORNER STORE,0.18,Food Establishment,Grocery,,20 JACKSON HILL ROAD,CHARLOTTE,CHITTENDEN,05445,,,http://www.facebook.com/pages/Spears-Corner-Store/107620895923907,0
440050.966278247,201469.697081979,1872,CHARLOTTE SENIOR CENTER,0.1,Food Establishment,Private Club,,212 FERRY RD,CHARLOTTE,CHITTENDEN,05445,8024256345,,,0
439923.108868382,201448.644929972,1873,OLD BRICK STORE,0.0315,Food Establishment,Restaurant,,290 FERRY RD,CHARLOTTE,CHITTENDEN,05445,8024252421,http://www.oldbrickstore.com/,https://www.facebook.com/pages/Old-Brick-Store/72671491608,0
